"","clv","Response","Coverage","Education","EmploymentStatus","Gender","Income","Location.Code","Marital.Status","Monthly.Premium.Auto","Months.Since.Last.Claim","Months.Since.Policy.Inception","Number.of.Open.Complaints","Number.of.Policies","Policy.Type","Policy","Renew.Offer.Type","Sales.Channel","Total.Claim.Amount","Vehicle.Class","Vehicle.Size","pred","stu_res","stud.del.resids","leverage","cooks_dis","dffits","dfbetas.(Intercept)","dfbetas.I(Coverage == ""Premium"")TRUE","dfbetas.I(EmploymentStatus == ""Unemployed"")TRUE","dfbetas.Monthly.Premium.Auto","dfbetas.Number.of.Policies","dfbetas.I(Vehicle.Class == ""SUV"")TRUE","cov_ratio"
"3082", 4274.619,"No","Basic","College","Employed","M",39621,"Rural","Married",109, 4,23,1,1,"Corporate Auto","Corporate L3","Offer4","Agent",  25.292113,"SUV","Medsize", 7161.630,-0.9848505422,-0.9848505422,0.0026029506,4.218834e-04,-5.031173e-02,-1.263247e-02, 2.126787e-03, 1.133532e-02, 6.117667e-03, 1.462986e-02,-3.879795e-02,1.0026819
"3083", 7189.106,"No","Extended","Bachelor","Employed","F",75838,"Urban","Single", 90, 6,64,0,6,"Corporate Auto","Corporate L2","Offer2","Agent", 428.907968,"Two-Door Car","Small", 7153.769, 0.0120447737, 0.0120447737,0.0013321475,3.226640e-08, 4.399104e-04,-7.485005e-05,-1.042622e-04,-1.571893e-04, 1.001304e-04, 2.949120e-04,-1.407528e-04,1.0037325
"3087", 6974.922,"No","Extended","High School or Below","Disabled","M",26514,"Suburban","Married", 91,16,58,0,3,"Personal Auto","Personal L3","Offer2","Agent", 655.200000,"Four-Door Car","Small", 6252.490, 0.2461707632, 0.2461707632,0.0007462077,7.545158e-06, 6.727108e-03, 4.650631e-04,-2.370864e-03,-2.982697e-03, 2.099838e-03, 1.618887e-06,-3.086727e-03,1.0029988
"3092", 5583.575,"No","Extended","College","Employed","M",76927,"Rural","Married",138, 2,46,0,1,"Personal Auto","Personal L3","Offer4","Branch", 114.743547,"SUV","Medsize", 8348.120,-0.9431695167,-0.9431695167,0.0028380284,4.219864e-04,-5.031706e-02, 6.606244e-03, 1.151793e-02, 1.105314e-02,-1.562198e-02, 1.351649e-02,-2.679578e-02,1.0031111
"3096", 2875.432,"No","Basic","Bachelor","Employed","M",84768,"Rural","Married", 72, 6,31,0,1,"Personal Auto","Personal L3","Offer4","Agent", 110.484661,"Two-Door Car","Medsize", 4847.007,-0.6719540333,-0.6719540333,0.0009914811,7.470301e-05,-2.116885e-02,-1.392858e-02, 2.333738e-03, 7.631142e-03, 4.538453e-03, 1.119849e-02, 3.807419e-03,1.0023069
"3098", 5979.724,"Yes","Extended","High School or Below","Employed","F",57693,"Suburban","Divorced", 76,16,56,0,3,"Corporate Auto","Corporate L3","Offer2","Agent", 547.200000,"Four-Door Car","Medsize", 5638.788, 0.1161700985, 0.1161700985,0.0006839793,1.540098e-06, 3.039236e-03, 1.409877e-03,-5.154317e-04,-1.395025e-03,-3.761739e-04,-3.079247e-05,-7.970100e-04,1.0030494
"3099", 2242.244,"No","Basic","College","Unemployed","M",    0,"Rural","Divorced", 65,18,48,0,1,"Personal Auto","Personal L3","Offer1","Call Center",  85.612463,"Four-Door Car","Medsize", 4155.587,-0.6524706948,-0.6524706948,0.0021134463,1.503074e-04,-3.002728e-02,-1.239344e-02, 4.302363e-04,-2.210559e-02, 8.264486e-03, 1.209136e-02, 1.908340e-03,1.0034958
"3104", 5060.303,"No","Extended","Doctor","Unemployed","M",    0,"Urban","Married",138,23,76,0,1,"Personal Auto","Personal L1","Offer2","Call Center", 570.777441,"Sports Car","Medsize", 7142.269,-0.7106358308,-0.7106358308,0.0039422983,3.331913e-04,-4.470742e-02, 2.198640e-02, 1.846076e-02,-2.372583e-02,-3.175536e-02, 1.224036e-02, 2.174894e-02,1.0051476
"3106",10552.878,"No","Extended","High School or Below","Employed","M",77627,"Rural","Married", 88,14,38,0,2,"Corporate Auto","Corporate L2","Offer4","Web", 205.169178,"Two-Door Car","Medsize", 5815.686, 1.6150576211, 1.6150576211,0.0007789838,3.386985e-04, 4.509428e-02, 1.109074e-02,-1.421681e-02,-1.902958e-02, 9.671013e-03,-1.326106e-02,-1.867476e-02,0.9969373
"3114", 2732.613,"No","Basic","College","Employed","M",42968,"Suburban","Married", 69,15,85,0,1,"Personal Auto","Personal L1","Offer3","Agent", 331.200000,"Four-Door Car","Medsize", 4724.266,-0.6788112876,-0.6788112876,0.0010287826,7.910626e-05,-2.178384e-02,-1.546240e-02, 1.652354e-03, 7.694561e-03, 6.182762e-03, 1.134986e-02, 3.075373e-03,1.0023221
"3115",13736.132,"Yes","Premium","Master","Disabled","F",16181,"Suburban","Divorced",181,22,79,0,8,"Personal Auto","Personal L2","Offer1","Web",1261.319869,"SUV","Medsize",13067.053, 0.2289390574, 0.2289390574,0.0090119078,7.946959e-05, 2.183203e-02,-7.768779e-03, 1.229905e-02,-3.108004e-03, 3.835199e-03, 1.049282e-02, 7.391692e-03,1.0113845
"3119", 5754.746,"No","Basic","Bachelor","Employed","M",34847,"Suburban","Married", 73,26,24,0,7,"Personal Auto","Personal L3","Offer2","Agent", 525.600000,"Four-Door Car","Small", 6772.304,-0.3469137467,-0.3469137467,0.0017492617,3.516084e-05,-1.452209e-02,-8.583678e-04, 8.874516e-04, 4.594467e-03, 1.679270e-03,-1.122226e-02, 1.765950e-03,1.0038630
"3122", 7163.540,"No","Basic","Doctor","Unemployed","F",    0,"Suburban","Single", 66, 8,11,0,2,"Personal Auto","Personal L3","Offer4","Branch", 316.800000,"Two-Door Car","Small", 4510.565, 0.9046490611, 0.9046490611,0.0018589801,2.540524e-04, 3.904106e-02, 1.391237e-02,-7.194761e-04, 3.035612e-02,-1.057654e-02,-9.357344e-03,-2.843964e-03,1.0022978
"3126", 3741.571,"No","Basic","High School or Below","Disabled","F",13093,"Suburban","Divorced",100,30,73,0,1,"Personal Auto","Personal L2","Offer1","Agent", 514.507039,"SUV","Medsize", 6793.409,-1.0411736653,-1.0411736653,0.0027403453,4.964524e-04,-5.457851e-02,-1.976389e-02,-9.993607e-04, 1.191717e-02, 1.382699e-02, 1.563747e-02,-4.457025e-02,1.0025463
"3127", 3439.090,"No","Extended","College","Employed","F",98278,"Urban","Married", 85,26,60,0,1,"Personal Auto","Personal L3","Offer4","Branch", 367.577872,"Four-Door Car","Medsize", 5378.881,-0.6611088739,-0.6611088739,0.0009577733,6.985075e-05,-2.046974e-02,-7.831503e-03, 5.272287e-03, 7.569467e-03,-2.278327e-03, 1.086190e-02, 6.999545e-03,1.0023078
"3130", 5680.276,"No","Basic","College","Employed","M",82255,"Rural","Married", 71,29,59,0,5,"Personal Auto","Personal L2","Offer1","Branch", 145.004323,"Four-Door Car","Medsize", 6062.349,-0.1302063519,-0.1302063519,0.0009794786,2.771430e-06,-4.077016e-03,-1.262622e-03, 2.975568e-04, 1.640521e-03, 8.834389e-04,-2.079688e-03, 6.054704e-04,1.0033378
"3132", 6473.326,"No","Extended","High School or Below","Unemployed","F",    0,"Suburban","Married", 88, 3,99,0,6,"Personal Auto","Personal L3","Offer1","Agent", 468.492761,"Four-Door Car","Small", 6666.917,-0.0660129696,-0.0660129696,0.0021703647,1.580360e-06,-3.078700e-03, 7.512757e-04, 5.001613e-04,-2.122473e-03,-4.180936e-04,-1.500393e-03, 7.155852e-04,1.0045655
"3139", 4897.041,"No","Basic","Bachelor","Medical Leave","M",24383,"Suburban","Single", 69, 4,78,2,4,"Corporate Auto","Corporate L3","Offer1","Call Center", 331.200000,"Four-Door Car","Medsize", 5666.458,-0.2621895860,-0.2621895860,0.0008098507,9.289616e-06,-7.464382e-03,-3.668299e-03, 4.726951e-04, 3.217464e-03, 2.239602e-03,-2.037582e-03, 1.062380e-03,1.0030431
"3143", 2938.728,"No","Extended","Bachelor","Unemployed","F",    0,"Suburban","Married", 80, 2,49,1,1,"Corporate Auto","Corporate L3","Offer3","Web", 384.000000,"Two-Door Car","Medsize", 4769.289,-0.6241868478,-0.6241868478,0.0019541372,1.271710e-04,-2.761957e-02,-5.455031e-03, 3.655518e-03,-2.107849e-02, 5.555760e-04, 1.139663e-02, 5.371771e-03,1.0034223
"3145", 2606.046,"No","Basic","Bachelor","Unemployed","M",    0,"Suburban","Married", 71,10,22,0,1,"Corporate Auto","Corporate L3","Offer1","Agent", 409.459488,"Two-Door Car","Small", 4401.068,-0.6120862069,-0.6120862069,0.0020165095,1.261999e-04,-2.751383e-02,-9.115252e-03, 1.676058e-03,-2.071002e-02, 4.869478e-03, 1.127587e-02, 3.181201e-03,1.0035210
"3148", 8382.630,"Yes","Basic","High School or Below","Retired","M",19683,"Suburban","Married",117,17,41,1,9,"Corporate Auto","Corporate L1","Offer1","Web", 561.600000,"Sports Car","Medsize", 9200.624,-0.2791829414,-0.2791829414,0.0039535095,5.158096e-05,-1.758897e-02, 9.351693e-03, 4.857709e-03, 3.964490e-03,-8.405420e-03,-1.382933e-02, 5.991054e-03,1.0061867
"3151",12265.600,"No","Basic","Bachelor","Employed","M",35693,"Suburban","Divorced",103, 8,63,0,2,"Personal Auto","Personal L1","Offer1","Branch", 494.400000,"Sports Car","Small", 6429.388, 1.9905629042, 1.9905629042,0.0010582016,6.987408e-04, 6.478732e-02,-6.730204e-03,-2.786523e-02,-2.367136e-02, 3.535029e-02,-1.580576e-02,-3.432416e-02,0.9939941
"3154", 4087.513,"No","Basic","College","Employed","M",24123,"Suburban","Married",104, 7,61,0,1,"Personal Auto","Personal L3","Offer4","Branch", 748.800000,"SUV","Medsize", 6957.063,-0.9789232291,-0.9789232291,0.0026669798,4.271031e-04,-5.062190e-02,-1.590390e-02, 4.175936e-04, 1.123234e-02, 9.924806e-03, 1.463101e-02,-4.042026e-02,1.0027742
"3155", 9247.547,"No","Premium","Bachelor","Employed","M",85654,"Urban","Married",116, 5,55,0,4,"Personal Auto","Personal L3","Offer2","Call Center", 346.265295,"Two-Door Car","Large", 8350.597, 0.3062829295, 0.3062829295,0.0049353928,7.757499e-05, 2.157039e-02, 1.522256e-03, 1.873426e-02,-3.660139e-03,-2.021346e-03, 3.272132e-03,-8.928929e-04,1.0071413
"3158", 6104.723,"No","Extended","College","Employed","M",84822,"Urban","Married", 76, 5,13,0,5,"Corporate Auto","Corporate L3","Offer1","Agent", 219.879452,"Four-Door Car","Medsize", 6266.916,-0.0552725248,-0.0552725248,0.0009416700,4.801179e-07,-1.696927e-03,-3.471522e-04, 2.220141e-04, 6.983685e-04, 1.581709e-04,-8.878149e-04, 3.616404e-04,1.0033332
"3160", 3260.745,"No","Extended","High School or Below","Unemployed","M",    0,"Suburban","Married", 90, 8,33,0,1,"Personal Auto","Personal L3","Offer2","Call Center", 432.000000,"Two-Door Car","Medsize", 5178.424,-0.6539129622,-0.6539129622,0.0020016956,1.429737e-04,-2.928560e-02,-1.244831e-03, 6.095389e-03,-2.203595e-02,-4.551447e-03, 1.182116e-02, 8.104581e-03,1.0033789
"3164", 5633.949,"No","Basic","High School or Below","Employed","M",37595,"Suburban","Married", 70, 2,22,0,9,"Personal Auto","Personal L3","Offer1","Branch", 501.994635,"Four-Door Car","Medsize", 7277.692,-0.5607980156,-0.5607980156,0.0030970580,1.628834e-04,-3.125753e-02, 7.489927e-04, 6.161296e-04, 7.770927e-03, 3.826319e-03,-2.728930e-02, 2.040110e-03,1.0047533
"3165", 5640.022,"No","Basic","High School or Below","Employed","M",41396,"Suburban","Married", 70, 7, 7,0,3,"Special Auto","Special L2","Offer2","Branch", 336.000000,"Four-Door Car","Medsize", 5393.308, 0.0840672663, 0.0840672663,0.0007365852,8.685956e-07, 2.282435e-03, 1.364884e-03,-1.983493e-04,-1.005930e-03,-6.679555e-04,-3.141841e-05,-3.858428e-04,1.0031176
"3167", 5170.450,"No","Basic","High School or Below","Employed","F",35334,"Suburban","Married", 65,29,31,0,4,"Personal Auto","Personal L2","Offer4","Web", 468.000000,"Four-Door Car","Small", 5502.804,-0.1132566421,-0.1132566421,0.0008732624,1.869267e-06,-3.348311e-03,-1.894138e-03, 4.731721e-05, 1.386627e-03, 1.322904e-03,-8.719866e-04, 2.874273e-04,1.0032410
"3170", 5666.868,"No","Basic","Bachelor","Employed","F",53907,"Urban","Married", 71, 1,52,0,9,"Corporate Auto","Corporate L2","Offer1","Branch", 189.907577,"Four-Door Car","Medsize", 7318.605,-0.5635230976,-0.5635230976,0.0030869877,1.639336e-04,-3.135816e-02, 1.138060e-03, 8.144773e-04, 7.812693e-03, 3.402263e-03,-2.743198e-02, 2.263577e-03,1.0047358
"3175", 2751.366,"No","Basic","Bachelor","Employed","F",42585,"Urban","Married", 69,16,44,0,1,"Personal Auto","Personal L1","Offer1","Agent", 288.295744,"Two-Door Car","Medsize", 4724.266,-0.6724186698,-0.6724186698,0.0010287826,7.762360e-05,-2.157869e-02,-1.531679e-02, 1.636793e-03, 7.622098e-03, 6.124537e-03, 1.124298e-02, 3.046411e-03,1.0023428
"3176", 4362.931,"Yes","Premium","College","Employed","M",58842,"Suburban","Married",110, 6,74,0,1,"Personal Auto","Personal L3","Offer2","Branch", 528.000000,"Four-Door Car","Medsize", 7162.924,-0.9563545232,-0.9563545232,0.0051023102,7.817894e-04,-6.848779e-02,-1.710205e-02,-5.988823e-02, 1.048992e-02, 1.136557e-02, 1.335759e-02, 1.069612e-03,1.0053338
"3184", 8879.790,"Yes","Basic","High School or Below","Employed","F",52583,"Urban","Single",113,12,59,0,7,"Personal Auto","Personal L3","Offer1","Agent", 528.200860,"SUV","Small", 9209.668,-0.1125622457,-0.1125622457,0.0035253246,7.473742e-06,-6.695132e-03, 8.439844e-04, 2.570560e-04, 1.510710e-03, 2.183632e-04,-3.856046e-03,-4.373515e-03,1.0059115
"3192", 5564.735,"No","Basic","Master","Employed","M",49833,"Suburban","Married", 69, 5,74,0,7,"Personal Auto","Personal L3","Offer3","Agent", 331.200000,"Four-Door Car","Small", 6608.650,-0.3559072748,-0.3559072748,0.0017894463,3.785910e-05,-1.506902e-02,-1.853722e-03, 4.172672e-04, 4.703460e-03, 2.840329e-03,-1.148762e-02, 1.272592e-03,1.0038883
"3196", 7414.436,"No","Basic","Bachelor","Employed","F",62473,"Suburban","Married",185,25,29,0,1,"Personal Auto","Personal L2","Offer4","Web",1298.853615,"Luxury SUV","Medsize", 9470.227,-0.7030090733,-0.7030090733,0.0076486406,6.350048e-04,-6.171921e-02, 3.983810e-02, 3.005251e-02, 8.582007e-03,-5.777689e-02, 1.031163e-02, 3.417203e-02,1.0089278
"3203",14722.221,"No","Extended","Master","Employed","M",43982,"Suburban","Divorced",126,20,68,1,2,"Personal Auto","Personal L3","Offer1","Web", 604.800000,"SUV","Small", 8171.223, 2.2363704692, 2.2363704692,0.0024447753,2.039604e-03, 1.107120e-01,-3.866058e-03,-1.753384e-02,-2.671002e-02, 1.638364e-02,-1.425832e-02, 7.404743e-02,0.9929080
"3207", 3567.504,"Yes","Basic","Bachelor","Unemployed","M",    0,"Suburban","Married",102,28,11,0,1,"Personal Auto","Personal L3","Offer2","Agent", 660.430456,"SUV","Medsize", 6470.211,-0.9907551801,-0.9907551801,0.0037059358,6.085482e-04,-6.042568e-02,-1.098451e-02,-6.510947e-04,-3.345080e-02, 1.201634e-02, 1.656675e-02,-4.177355e-02,1.0037639
"3209", 2545.220,"No","Basic","Bachelor","Employed","F",26746,"Rural","Single", 66,20,41,0,1,"Personal Auto","Personal L2","Offer1","Agent", 165.753050,"Two-Door Car","Medsize", 4601.526,-0.7008678798,-0.7008678798,0.0010771551,8.829894e-05,-2.301491e-02,-1.740187e-02, 9.779081e-04, 7.929697e-03, 8.033682e-03, 1.175702e-02, 2.379335e-03,1.0022977
"3213", 5645.514,"No","Basic","High School or Below","Employed","F",44162,"Rural","Married", 71,27,16,0,7,"Personal Auto","Personal L3","Offer2","Agent", 160.825045,"Two-Door Car","Medsize", 6690.477,-0.3562608223,-0.3562608223,0.0017668938,3.745541e-05,-1.498847e-02,-1.368523e-03, 6.645239e-04, 4.713190e-03, 2.283825e-03,-1.151182e-02, 1.543694e-03,1.0038650
"3215", 4655.210,"No","Premium","Bachelor","Employed","F",30383,"Suburban","Divorced",119,32,25,0,1,"Personal Auto","Personal L2","Offer4","Branch", 803.686321,"Two-Door Car","Small", 7531.146,-0.9822449639,-0.9822449639,0.0049847928,8.055859e-04,-6.952300e-02,-1.151181e-02,-5.843833e-02, 1.083678e-02, 4.722240e-03, 1.355796e-02, 4.451959e-03,1.0050944
"3221", 7911.626,"No","Basic","High School or Below","Employed","F",43916,"Suburban","Divorced", 68,10,59,2,2,"Personal Auto","Personal L2","Offer2","Call Center", 326.400000,"Four-Door Car","Small", 4997.417, 0.9932533000, 0.9932533000,0.0008372342,1.377786e-04, 2.875182e-02, 2.039272e-02,-1.864657e-03,-1.156104e-02,-9.638028e-03,-8.515500e-03,-3.965244e-03,1.0008701
"3226", 3808.122,"Yes","Extended","College","Employed","F",94903,"Suburban","Married", 94, 3,38,0,1,"Corporate Auto","Corporate L2","Offer2","Agent", 451.200000,"Two-Door Car","Small", 5747.103,-0.6608648546,-0.6608648546,0.0010562187,7.698115e-05,-2.148914e-02,-3.765040e-03, 7.330424e-03, 7.609689e-03,-6.944652e-03, 1.075070e-02, 9.249105e-03,1.0024073
"3232", 5038.980,"No","Extended","High School or Below","Employed","F",72919,"Suburban","Married",130,20,22,5,1,"Personal Auto","Personal L3","Offer4","Agent", 936.000000,"SUV","Small", 8020.812,-1.0172444191,-1.0172444191,0.0026698496,4.616802e-04,-5.263192e-02, 1.559547e-03, 9.600887e-03, 1.186184e-02,-1.045670e-02, 1.472434e-02,-3.198131e-02,1.0025936
"3234",13197.929,"Yes","Basic","College","Unemployed","F",    0,"Suburban","Single", 68,19, 2,3,2,"Personal Auto","Personal L3","Offer1","Agent", 326.400000,"Four-Door Car","Large", 4592.392, 2.9389582232, 2.9389582232,0.0018247985,2.623754e-03, 1.256601e-01, 4.117897e-02,-4.373753e-03, 9.857492e-02,-2.974569e-02,-3.029243e-02,-1.146531e-02,0.9837168
"3236", 5073.282,"Yes","Extended","Doctor","Employed","M",57709,"Suburban","Married",125,10,26,0,1,"Personal Auto","Personal L2","Offer2","Branch", 600.000000,"SUV","Medsize", 7816.245,-0.9356944674,-0.9356944674,0.0026047166,3.810935e-04,-4.781682e-02,-1.764678e-03, 7.209424e-03, 1.087698e-02,-5.944187e-03, 1.362829e-02,-3.118911e-02,1.0029101
"3242", 5519.078,"No","Basic","High School or Below","Employed","M",50406,"Rural","Divorced", 70,20,23,0,9,"Corporate Auto","Corporate L3","Offer1","Call Center", 132.208612,"Four-Door Car","Medsize", 7277.692,-0.5999940998,-0.5999940998,0.0030970580,1.864447e-04,-3.344223e-02, 8.013424e-04, 6.591930e-04, 8.314063e-03, 4.093754e-03,-2.919664e-02, 2.182700e-03,1.0046439
"3243", 7942.174,"No","Basic","Master","Employed","M",41832,"Suburban","Married", 66,19,15,0,2,"Personal Auto","Personal L3","Offer1","Call Center", 402.749918,"Four-Door Car","Small", 4915.590, 1.0315871437, 1.0315871437,0.0008701218,1.544570e-04, 3.044283e-02, 2.258969e-02,-1.222206e-03,-1.199263e-02,-1.162893e-02,-8.881661e-03,-3.337313e-03,1.0007172
"3249", 7055.963,"No","Premium","Bachelor","Unemployed","M",    0,"Suburban","Single",108,25,82,1,4,"Special Auto","Special L2","Offer2","Branch", 777.600000,"Two-Door Car","Medsize", 7618.264,-0.1921129938,-0.1921129938,0.0060242845,3.729570e-05,-1.495621e-02,-7.509473e-04,-1.236599e-02,-6.413157e-03, 2.557024e-03,-1.692646e-03,-4.085607e-05,1.0083819
"3251", 3824.431,"No","Extended","Doctor","Employed","F",62530,"Rural","Married", 95,35,28,0,1,"Personal Auto","Personal L3","Offer4","Agent",  61.693771,"Four-Door Car","Medsize", 5788.016,-0.6692579813,-0.6692579813,0.0010733077,8.022729e-05,-2.193759e-02,-3.355599e-03, 7.655364e-03, 7.711199e-03,-7.558062e-03, 1.087520e-02, 9.620031e-03,1.0023977
"3253",16525.381,"No","Basic","High School or Below","Employed","M",24414,"Suburban","Married",104,34,80,0,2,"Personal Auto","Personal L1","Offer2","Call Center", 499.200000,"SUV","Medsize", 7271.127, 3.1624178078, 3.1624178078,0.0024899725,4.145803e-03, 1.580003e-01, 4.210456e-02,-6.831491e-04,-3.727192e-02,-3.146290e-02,-2.142400e-02, 1.310707e-01,0.9811778
"3258", 5375.657,"No","Extended","High School or Below","Unemployed","M",    0,"Suburban","Single", 80,13,57,1,4,"Personal Auto","Personal L2","Offer3","Branch", 749.134686,"Four-Door Car","Medsize", 5711.481,-0.1144841755,-0.1144841755,0.0016603505,3.634394e-06,-4.668810e-03, 5.808745e-06, 5.980964e-04,-3.758142e-03, 3.713938e-05,-7.149009e-04, 9.303536e-04,1.0040313
"3263",10529.012,"No","Premium","High School or Below","Disabled","M",12688,"Suburban","Married",140, 5,96,0,3,"Personal Auto","Personal L1","Offer1","Call Center", 672.000000,"SUV","Medsize", 9819.282, 0.2425999508, 0.2425999508,0.0069755525,6.893057e-05, 2.033293e-02, 2.155695e-03, 1.621856e-02,-2.838353e-03,-3.997435e-03, 9.941073e-04, 1.140776e-02,1.0092949
"3265",12904.943,"No","Premium","Bachelor","Employed","F",27778,"Suburban","Divorced",109,30,14,0,2,"Personal Auto","Personal L3","Offer1","Agent", 523.200000,"Four-Door Car","Large", 7436.075, 1.8687513488, 1.8687513488,0.0049604467,2.898684e-03, 1.319446e-01, 2.921120e-02, 1.180578e-01,-2.106795e-02,-2.332352e-02,-1.084637e-02,-1.082602e-03,0.9990140
"3266", 2471.528,"Yes","Basic","High School or Below","Employed","M",95697,"Rural","Married", 61,16,55,0,1,"Personal Auto","Personal L2","Offer2","Agent", 114.273025,"Two-Door Car","Medsize", 4396.959,-0.6562871573,-0.6562871573,0.0011823784,8.499736e-05,-2.258027e-02,-1.853809e-02,-2.207381e-04, 7.402168e-03, 1.009808e-02, 1.106920e-02, 9.856955e-04,1.0025484
"3267", 5651.397,"No","Basic","Bachelor","Employed","M",44634,"Suburban","Married", 71,16,99,1,9,"Personal Auto","Personal L3","Offer1","Branch", 396.035334,"Four-Door Car","Small", 7318.605,-0.5688020813,-0.5688020813,0.0030869877,1.670190e-04,-3.165192e-02, 1.148722e-03, 8.221071e-04, 7.885881e-03, 3.434134e-03,-2.768896e-02, 2.284781e-03,1.0047214
"3273", 4551.060,"No","Basic","High School or Below","Unemployed","M",    0,"Suburban","Single", 62,25,98,0,3,"Personal Auto","Personal L1","Offer1","Call Center", 446.400000,"Two-Door Car","Medsize", 4660.975,-0.0374736645,-0.0374736645,0.0018388579,4.313418e-07,-1.608422e-03,-5.689579e-04,-3.001528e-05,-1.246802e-03, 5.487111e-04, 8.426050e-05, 5.505911e-05,1.0042390
"3275", 8002.308,"Yes","Basic","College","Unemployed","F",    0,"Suburban","Married",107, 3,65,0,3,"Personal Auto","Personal L1","Offer1","Agent", 513.600000,"SUV","Medsize", 7302.906, 0.2386343329, 0.2386343329,0.0033508951,3.192247e-05, 1.383701e-02, 4.296677e-04,-1.563761e-04, 7.897672e-03,-1.866381e-03,-6.690595e-05, 9.683734e-03,1.0056288
"3278",10507.695,"No","Extended","Bachelor","Medical Leave","M",20043,"Suburban","Married", 92,13, 9,0,2,"Personal Auto","Personal L1","Offer3","Agent", 516.088544,"Four-Door Car","Medsize", 5979.340, 1.5438258580, 1.5438258580,0.0008263793,3.283555e-04, 4.439842e-02, 6.382905e-03,-1.572848e-02,-1.823498e-02, 1.408972e-02,-1.256464e-02,-2.018920e-02,0.9975211
