"","clv","Response","Coverage","Education","EmploymentStatus","Gender","Income","Location.Code","Marital.Status","Monthly.Premium.Auto","Months.Since.Last.Claim","Months.Since.Policy.Inception","Number.of.Open.Complaints","Number.of.Policies","Policy.Type","Policy","Renew.Offer.Type","Sales.Channel","Total.Claim.Amount","Vehicle.Class","Vehicle.Size","pred_train","stu_res","stud.del.resids","leverage","cooks_dis","dffits","dfbetas.(Intercept)","dfbetas.Monthly.Premium.Auto","dfbetas.Number.of.Open.Complaints","dfbetas.Number.of.Policies","dfbetas.I(Renew.Offer.Type == ""Offer2"")TRUE","dfbetas.I(Vehicle.Class == ""SUV"")TRUE","cov_ratio"
"626", 3256.766,"No","Extended","Bachelor","Unemployed","F",    0,"Suburban","Married", 89,17,56,0,1,"Personal Auto","Personal L3","Offer2","Web", 491.755368,"Four-Door Car","Small", 5352.169,-0.7386874700,-0.7386874700,0.0006743573,6.137435e-05,-1.918900e-02,-1.817668e-03,-2.046019e-03, 3.304237e-03, 7.152589e-03,-1.300129e-02, 4.558429e-03,1.0011406
"628", 6364.902,"No","Extended","High School or Below","Employed","M",41986,"Suburban","Single", 84,25,31,2,5,"Personal Auto","Personal L3","Offer1","Branch", 430.375049,"Two-Door Car","Small", 6391.018,-0.0092070811,-0.0092070811,0.0008840900,1.250396e-08,-2.738812e-04,-2.391317e-06, 3.421227e-06,-2.033440e-04,-9.166157e-05, 6.773031e-05, 5.335570e-05,1.0019105
"632", 9816.528,"Yes","Basic","College","Employed","M",37256,"Rural","Married", 62,15, 7,0,2,"Personal Auto","Personal L3","Offer1","Branch", 128.969729,"Four-Door Car","Medsize", 4715.463, 1.7985191711, 1.7985191711,0.0004963614,2.676251e-04, 4.007946e-02, 3.350448e-02,-1.960915e-02,-1.121957e-02,-1.139454e-02,-1.904434e-02,-2.387809e-03,0.9982097
"634",10179.717,"Yes","Premium","Bachelor","Retired","F",14290,"Suburban","Married",271,20,40,0,1,"Personal Auto","Personal L3","Offer1","Agent",1300.800000,"Luxury SUV","Medsize",13881.297,-1.3099170670,-1.3099170670,0.0081023672,2.335761e-03,-1.183904e-01, 8.293671e-02,-1.148991e-01, 8.636798e-03, 1.318793e-02, 9.509675e-03, 6.014836e-02,1.0074296
"635", 2772.839,"No","Basic","College","Employed","F",37038,"Rural","Married", 71, 6,97,1,1,"Corporate Auto","Corporate L3","Offer4","Branch",   9.071305,"Four-Door Car","Large", 4647.803,-0.6609254581,-0.6609254581,0.0005379401,3.918890e-05,-1.533332e-02,-9.990840e-03, 4.490872e-03,-5.167987e-03, 7.569810e-03, 6.498018e-03, 2.034053e-03,1.0011156
"636", 4037.502,"No","Basic","College","Employed","M",90760,"Rural","Married",103, 5, 7,2,1,"Special Auto","Special L3","Offer2","Branch", 133.475315,"SUV","Medsize", 6303.012,-0.7991952658,-0.7991952658,0.0020089666,2.143026e-04,-3.585716e-02,-1.949836e-03, 5.945518e-03,-1.927522e-02, 7.608097e-03,-1.668118e-02,-2.249341e-02,1.0023839
"639", 2523.960,"No","Basic","College","Medical Leave","M",16244,"Suburban","Married", 68, 4,85,0,1,"Personal Auto","Personal L3","Offer4","Call Center", 623.223617,"Two-Door Car","Medsize", 4662.109,-0.7537065285,-0.7537065285,0.0005374644,5.091767e-05,-1.747809e-02,-1.369966e-02, 6.154425e-03, 4.739822e-03, 8.734254e-03, 8.149839e-03, 1.944736e-03,1.0009805
"640", 6988.402,"No","Extended","College","Employed","F",22436,"Suburban","Married", 89,24,21,0,3,"Special Auto","Special L2","Offer2","Branch", 427.200000,"Four-Door Car","Small", 6003.856, 0.3470510303, 0.3470510303,0.0005815009,1.168163e-05, 8.371337e-03,-4.986014e-04, 1.021223e-03,-1.523133e-03, 3.177292e-04, 6.336871e-03,-2.157660e-03,1.0014837
"641", 2695.964,"No","Basic","Bachelor","Employed","F",25544,"Suburban","Married", 68,18,30,0,1,"Personal Auto","Personal L3","Offer1","Agent", 326.400000,"Four-Door Car","Medsize", 4662.109,-0.6930690956,-0.6930690956,0.0005374644,4.305500e-05,-1.607193e-02,-1.259749e-02, 5.659287e-03, 4.358492e-03, 8.031563e-03, 7.494166e-03, 1.788277e-03,1.0010705
"643",12157.330,"Yes","Premium","High School or Below","Employed","M",57449,"Suburban","Single",103, 6,28,0,2,"Personal Auto","Personal L3","Offer1","Agent", 494.400000,"Four-Door Car","Medsize", 6577.467, 1.9673915890, 1.9673915890,0.0004479785,2.889811e-04, 4.165016e-02, 4.365547e-03, 1.651482e-02,-1.238388e-02,-1.184476e-02,-1.940923e-02,-1.976235e-02,0.9975117
"644", 2957.764,"No","Basic","Doctor","Employed","F",83318,"Urban","Divorced", 73,21,42,0,1,"Personal Auto","Personal L1","Offer3","Web", 211.336937,"Two-Door Car","Medsize", 4889.182,-0.6808157527,-0.6808157527,0.0005045871,3.900345e-05,-1.529704e-02,-1.101210e-02, 3.956940e-03, 4.286055e-03, 7.863298e-03, 7.301504e-03, 2.480420e-03,1.0010548
"646", 3099.538,"No","Basic","Bachelor","Unemployed","M",    0,"Suburban","Single",102,18,32,5,1,"Corporate Auto","Corporate L2","Offer2","Call Center", 862.762957,"SUV","Medsize", 5805.949,-0.9565939317,-0.9565939317,0.0058472688,8.970368e-04,-7.336309e-02, 2.627472e-03, 7.700514e-03,-6.372398e-02, 8.809084e-03,-2.265948e-02,-2.758364e-02,1.0059692
"647", 8415.685,"No","Basic","Bachelor","Employed","M",55308,"Suburban","Divorced",107,17,74,0,6,"Corporate Auto","Corporate L3","Offer1","Call Center", 513.600000,"SUV","Medsize", 8678.635,-0.0927188410,-0.0927188410,0.0012333723,1.769654e-06,-3.258240e-03,-1.969191e-04, 5.645979e-04, 5.345955e-04,-1.395271e-03, 6.791606e-04,-2.411703e-03,1.0022522
"650", 9599.950,"No","Extended","College","Unemployed","M",    0,"Suburban","Single",131, 6,52,0,6,"Personal Auto","Personal L2","Offer2","Web", 943.200000,"SUV","Small", 9504.939, 0.0335083344, 0.0335083344,0.0016226663,3.042027e-07, 1.350890e-03,-4.959762e-04, 2.098748e-04,-1.324977e-04, 5.690272e-04, 7.088470e-04, 7.299953e-04,1.0026507
"651", 8535.109,"No","Basic","Bachelor","Employed","M",55790,"Rural","Single",111, 4,40,0,9,"Personal Auto","Personal L3","Offer3","Branch", 117.672722,"SUV","Medsize", 9837.823,-0.4595220722,-0.4595220722,0.0019455554,6.861346e-05,-2.028855e-02, 2.448055e-03, 1.814174e-03, 2.594954e-03,-1.424161e-02, 2.879852e-03,-1.153373e-02,1.0027593
"652", 8293.482,"No","Basic","Bachelor","Employed","F",70258,"Urban","Divorced", 69,20,65,0,2,"Personal Auto","Personal L1","Offer1","Agent", 225.145949,"Four-Door Car","Medsize", 5033.366, 1.1492196041, 1.1492196041,0.0004354032,9.587641e-05, 2.398520e-02, 1.818841e-02,-8.743297e-03,-7.179958e-03,-7.218904e-03,-1.202671e-02,-3.236119e-03,1.0001070
"653", 6846.150,"Yes","Extended","Bachelor","Unemployed","F",    0,"Suburban","Divorced", 95,13,20,0,5,"Personal Auto","Personal L2","Offer1","Call Center", 456.000000,"Two-Door Car","Large", 7191.679,-0.1217896847,-0.1217896847,0.0004582585,1.133581e-06,-2.607746e-03, 5.171920e-05,-5.953533e-04, 7.499076e-04,-1.195228e-03, 1.098234e-03, 1.024701e-03,1.0014686
"654", 6636.860,"No","Extended","Bachelor","Employed","F",47274,"Rural","Married", 83,32,26,1,5,"Corporate Auto","Corporate L2","Offer1","Agent", 182.432565,"Four-Door Car","Medsize", 6496.153, 0.0495955333, 0.0495955333,0.0004607601,1.890092e-07, 1.064829e-03, 1.249327e-04,-3.971896e-05, 3.953122e-04, 4.877100e-04,-4.116813e-04,-2.837732e-04,1.0014838
"655", 5802.835,"No","Extended","College","Unemployed","F",    0,"Suburban","Married", 78,27,10,0,8,"Personal Auto","Personal L1","Offer1","Branch", 644.755653,"Four-Door Car","Small", 7397.158,-0.5621247289,-0.5621247289,0.0010043300,5.295143e-05,-1.782334e-02,-3.001589e-04, 1.604468e-03, 3.378054e-03,-1.438263e-02, 4.682747e-03, 2.737627e-03,1.0017069
"657",12427.394,"No","Premium","Master","Medical Leave","F",15818,"Urban","Married",107,24,99,0,2,"Personal Auto","Personal L2","Offer2","Call Center", 333.886816,"Two-Door Car","Medsize", 6495.477, 2.0918961574, 2.0918961574,0.0007199747,5.251807e-04, 5.615069e-02,-1.400145e-02, 2.369974e-02,-9.321406e-03,-8.881161e-03, 3.817341e-02,-2.096495e-02,0.9972671
"659", 3435.250,"No","Extended","Bachelor","Employed","F",64348,"Rural","Married", 86,25,18,0,1,"Personal Auto","Personal L2","Offer2","Call Center", 212.391975,"Two-Door Car","Medsize", 5215.925,-0.6277272337,-0.6277272337,0.0006685326,4.393885e-05,-1.623594e-02,-2.298420e-03,-8.522447e-04, 2.805295e-03, 6.092623e-03,-1.101508e-02, 3.473241e-03,1.0012903
"660", 6624.612,"No","Basic","Bachelor","Unemployed","M",    0,"Suburban","Married", 62,27,53,0,2,"Corporate Auto","Corporate L3","Offer1","Branch", 297.600000,"Two-Door Car","Medsize", 4715.463, 0.6729624222, 0.6729624222,0.0004963614,3.748734e-05, 1.499677e-02, 1.253657e-02,-7.337272e-03,-4.198092e-03,-4.263562e-03,-7.125932e-03,-8.934604e-04,1.0010575
"661", 5757.442,"Yes","Basic","Master","Employed","M",88997,"Rural","Divorced", 72, 9,71,0,3,"Special Auto","Special L3","Offer2","Branch", 174.041566,"Four-Door Car","Small", 5231.805, 0.1852864591, 0.1852864591,0.0005984271,3.426723e-06, 4.533977e-03, 9.945749e-04,-9.373974e-04,-8.088494e-04, 1.454451e-04, 3.327646e-03,-4.821904e-04,1.0015890
"662", 2691.569,"No","Basic","College","Employed","F",77411,"Urban","Married", 67,30,63,0,1,"Personal Auto","Personal L2","Offer2","Agent", 257.900458,"Four-Door Car","Medsize", 4353.045,-0.5857208735,-0.5857208735,0.0007241967,4.144289e-05,-1.576799e-02,-6.599353e-03, 4.443291e-03, 2.602308e-03, 5.770538e-03,-1.008194e-02, 8.744223e-04,1.0013983
"663", 2886.452,"Yes","Extended","High School or Below","Retired","F",10312,"Suburban","Married", 78,10,63,0,1,"Corporate Auto","Corporate L2","Offer2","Agent", 486.278557,"Four-Door Car","Large", 4852.607,-0.6931197664,-0.6931197664,0.0006724852,5.388635e-05,-1.798025e-02,-4.757380e-03, 1.669041e-03, 3.089898e-03, 6.769908e-03,-1.206477e-02, 2.655979e-03,1.0012056
"665", 4160.018,"No","Basic","High School or Below","Employed","F",96263,"Rural","Married",103, 5, 5,0,1,"Personal Auto","Personal L3","Offer2","Agent",   1.924709,"SUV","Small", 6604.111,-0.8619575495,-0.8619575495,0.0014454399,1.792536e-04,-3.279442e-02,-5.308922e-03, 6.339370e-03, 3.556113e-03, 8.396458e-03,-1.638489e-02,-2.401065e-02,1.0017112
"670", 2688.864,"No","Basic","High School or Below","Employed","F",32808,"Suburban","Married", 68, 1,88,1,1,"Personal Auto","Personal L3","Offer3","Branch", 541.695658,"Four-Door Car","Small", 4511.559,-0.6425061447,-0.6425061447,0.0005591116,3.849358e-05,-1.519665e-02,-1.048401e-02, 5.273013e-03,-5.026670e-03, 7.373726e-03, 6.350993e-03, 1.567540e-03,1.0011614
"674", 9339.342,"No","Premium","High School or Below","Employed","M",69442,"Suburban","Married",118,26, 6,3,3,"Personal Auto","Personal L1","Offer3","Branch",1265.570302,"Four-Door Car","Small", 7132.883, 0.7782968438, 0.7782968438,0.0018422822,1.863483e-04, 3.343673e-02,-8.808967e-03, 1.200711e-02, 2.808602e-02,-2.108511e-04,-5.051625e-03,-9.997089e-03,1.0022503
"675", 2520.123,"No","Basic","College","Unemployed","M",    0,"Rural","Married", 70,18,47,0,1,"Corporate Auto","Corporate L1","Offer2","Agent",  63.043197,"Four-Door Car","Medsize", 4489.289,-0.6941924057,-0.6941924057,0.0007047795,5.665084e-05,-1.843570e-02,-6.987811e-03, 4.285801e-03, 3.087077e-03, 6.823143e-03,-1.198566e-02, 1.479199e-03,1.0012365
"676", 4984.095,"No","Basic","College","Unemployed","F",    0,"Suburban","Divorced", 70,25,48,0,9,"Corporate Auto","Corporate L1","Offer1","Agent", 336.000000,"Four-Door Car","Small", 7359.684,-0.8377502099,-0.8377502099,0.0013383361,1.567641e-04,-3.066818e-02,-1.497888e-03, 5.474885e-03, 4.990762e-03,-2.582781e-02, 6.821918e-03, 2.674500e-03,1.0016460
"677", 2595.748,"No","Basic","Bachelor","Employed","F",47234,"Rural","Married", 65,11,34,0,1,"Personal Auto","Personal L2","Offer1","Agent",  15.631363,"Four-Door Car","Medsize", 4525.864,-0.6803765755,-0.6803765755,0.0005625049,4.342681e-05,-1.614116e-02,-1.318391e-02, 6.516443e-03, 4.275914e-03, 7.900250e-03, 7.393018e-03, 1.321544e-03,1.0011134
"679",14536.788,"No","Basic","Bachelor","Employed","M",25805,"Suburban","Divorced", 66,25, 0,2,2,"Personal Auto","Personal L2","Offer2","Call Center", 375.866091,"Four-Door Car","Medsize", 4332.375, 3.6021059763, 3.6021059763,0.0012031875,2.599747e-03, 1.250215e-01, 2.161727e-02,-2.901443e-02, 8.584953e-02,-1.562363e-02, 6.983264e-02,-3.683622e-03,0.9890118
"680", 5913.306,"No","Extended","Bachelor","Employed","M",43676,"Suburban","Single", 76,19, 7,0,3,"Personal Auto","Personal L3","Offer1","Agent", 364.800000,"Four-Door Car","Medsize", 5677.113, 0.0832476325, 0.0832476325,0.0003582383,4.139937e-07, 1.575926e-03, 9.220705e-04,-3.518746e-04,-5.173863e-04,-7.735574e-05,-8.334367e-04,-3.602366e-04,1.0013765
"684",15114.402,"Yes","Basic","High School or Below","Medical Leave","F",28513,"Suburban","Married",100, 4,22,1,2,"Corporate Auto","Corporate L2","Offer2","Call Center", 480.000000,"SUV","Medsize", 6643.161, 2.9896866368, 2.9896866368,0.0014768907,2.200403e-03, 1.149796e-01, 1.061636e-02,-2.607688e-02, 3.001436e-02,-1.300800e-02, 6.043657e-02, 8.554073e-02,0.9933749
"686", 8495.164,"No","Premium","High School or Below","Employed","F",23791,"Suburban","Divorced",110,11,71,3,7,"Personal Auto","Personal L3","Offer1","Agent", 615.272280,"Two-Door Car","Medsize", 8072.938, 0.1489518033, 0.1489518033,0.0021753368,8.062784e-06, 6.954756e-03,-2.370750e-03, 1.788545e-03, 5.402772e-03, 3.110154e-03,-7.913687e-04,-1.673844e-03,1.0031844
"687", 4381.184,"No","Premium","Bachelor","Employed","F",20597,"Suburban","Married",112,31,46,0,1,"Personal Auto","Personal L2","Offer2","Agent", 615.256301,"Four-Door Car","Medsize", 6396.708,-0.7105883042,-0.7105883042,0.0008514213,7.171929e-05,-2.074318e-02, 4.793849e-03,-9.662121e-03, 3.201350e-03, 6.755599e-03,-1.279617e-02, 7.861045e-03,1.0013598
"691", 8596.917,"No","Basic","Master","Employed","F",53736,"Rural","Married", 71, 2,20,0,2,"Personal Auto","Personal L3","Offer4","Web", 169.287785,"Two-Door Car","Medsize", 5124.196, 1.2241752193, 1.2241752193,0.0004219721,1.054304e-04, 2.515226e-02, 1.839469e-02,-8.161180e-03,-7.651579e-03,-7.670892e-03,-1.276785e-02,-3.967722e-03,0.9999114
"692", 7854.961,"No","Basic","College","Employed","M",25378,"Suburban","Married", 66,22,32,1,2,"Personal Auto","Personal L2","Offer1","Agent", 419.464143,"Four-Door Car","Medsize", 4746.573, 1.0957485395, 1.0957485395,0.0004817826,9.645307e-05, 2.405698e-02, 1.662107e-02,-9.929141e-03, 8.621403e-03,-6.785682e-03,-1.050811e-02,-2.232702e-03,1.0002764
"695", 4118.589,"Yes","Premium","Bachelor","Employed","F",69379,"Suburban","Single",103,14,79,0,1,"Personal Auto","Personal L2","Offer1","Branch", 494.400000,"Two-Door Car","Medsize", 6251.624,-0.7519046041,-0.7519046041,0.0005398133,5.089610e-05,-1.747438e-02,-3.133662e-03,-6.246983e-03, 4.764757e-03, 8.511300e-03, 7.666155e-03, 7.535737e-03,1.0009856
"696",12157.330,"Yes","Premium","High School or Below","Employed","M",57449,"Suburban","Single",103, 6,28,0,2,"Personal Auto","Personal L3","Offer1","Agent", 494.400000,"Four-Door Car","Medsize", 6577.467, 1.9673915890, 1.9673915890,0.0004479785,2.889811e-04, 4.165016e-02, 4.365547e-03, 1.651482e-02,-1.238388e-02,-1.184476e-02,-1.940923e-02,-1.976235e-02,0.9975117
"697", 5152.820,"No","Basic","Bachelor","Unemployed","M",    0,"Suburban","Married", 68, 7,31,0,7,"Corporate Auto","Corporate L1","Offer2","Web", 326.400000,"Four-Door Car","Medsize", 6353.519,-0.4233572266,-0.4233572266,0.0011019647,3.295870e-05,-1.406145e-02, 3.496649e-04, 2.793231e-03, 1.775008e-03,-9.295130e-03,-8.133843e-03, 7.811767e-04,1.0019452
"700", 4191.966,"No","Basic","Master","Employed","M",77048,"Rural","Married",103,20,41,0,1,"Personal Auto","Personal L1","Offer2","Agent", 141.199465,"SUV","Medsize", 6604.111,-0.8506890543,-0.8506890543,0.0014454399,1.745980e-04,-3.236570e-02,-5.239518e-03, 6.256494e-03, 3.509623e-03, 8.286690e-03,-1.617069e-02,-2.369675e-02,1.0017310
"701",10928.407,"No","Extended","College","Employed","F",74965,"Rural","Married", 90,20,93,0,2,"Personal Auto","Personal L3","Offer1","Agent",  58.557552,"Four-Door Car","Medsize", 5987.076, 1.7420720868, 1.7420720868,0.0003827229,1.935891e-04, 3.408721e-02, 1.292919e-02, 3.964352e-03,-1.093403e-02,-1.066176e-02,-1.758523e-02,-1.268347e-02,0.9983005
"702", 7615.381,"No","Basic","High School or Below","Employed","F",34095,"Suburban","Married", 63, 5,99,0,2,"Personal Auto","Personal L3","Offer2","Web", 302.400000,"Two-Door Car","Medsize", 4497.230, 1.0992999266, 1.0992999266,0.0006796806,1.369827e-04, 2.866925e-02, 1.200349e-02,-1.031390e-02,-4.831686e-03,-5.038440e-03, 1.920661e-02,-7.315975e-04,1.0004665
"705",14195.360,"No","Basic","Bachelor","Employed","F",86355,"Rural","Married",118,27,86,0,2,"Personal Auto","Personal L3","Offer1","Agent", 285.418473,"Sports Car","Large", 7258.688, 2.4464331758, 2.4464331758,0.0006162696,6.145886e-04, 6.075088e-02,-9.259386e-03, 3.781069e-02,-1.545110e-02,-1.444829e-02,-2.348990e-02,-3.237936e-02,0.9955228
"706", 9427.685,"No","Basic","High School or Below","Employed","F",27824,"Suburban","Married",118,32, 9,0,8,"Personal Auto","Personal L3","Offer3","Agent", 566.400000,"SUV","Large", 9829.883,-0.1418474096,-0.1418474096,0.0016298780,5.475550e-06,-5.731300e-03, 8.766444e-04, 1.045811e-04, 8.082341e-04,-3.651064e-03, 9.180985e-04,-3.351777e-03,1.0026384
"710", 4023.814,"No","Premium","Bachelor","Employed","M",41833,"Suburban","Married",103,28,43,0,1,"Personal Auto","Personal L3","Offer2","Branch", 643.826716,"Four-Door Car","Medsize", 5987.975,-0.6924448058,-0.6924448058,0.0007542365,6.032439e-05,-1.902404e-02, 2.176589e-03,-6.481372e-03, 3.110871e-03, 6.630647e-03,-1.235890e-02, 6.334718e-03,1.0012885
"711", 5297.152,"No","Basic","College","Medical Leave","F",23908,"Suburban","Married", 70,18,57,0,4,"Personal Auto","Personal L3","Offer1","Agent", 336.000000,"Four-Door Car","Medsize", 5730.468,-0.1527286431,-0.1527286431,0.0004078038,1.586319e-06,-3.084855e-03,-1.760871e-03, 1.063662e-03, 9.415502e-04,-6.602719e-04, 1.494893e-03, 4.696296e-04,1.0014093
"713", 4416.206,"No","Basic","Bachelor","Employed","M",61953,"Urban","Divorced",113, 5,63,0,1,"Personal Auto","Personal L3","Offer3","Branch", 497.047297,"SUV","Medsize", 7321.907,-1.0246070261,-1.0246070261,0.0011094193,1.943290e-04,-3.414650e-02,-9.700140e-03, 3.787420e-03, 6.131297e-03, 1.168890e-02, 9.085968e-03,-2.546076e-02,1.0010596
"717", 2974.315,"No","Basic","College","Employed","F",23333,"Rural","Married", 74, 8,43,0,1,"Corporate Auto","Corporate L3","Offer4","Agent",   5.622751,"Four-Door Car","Medsize", 4934.597,-0.6909891298,-0.6909891298,0.0004993401,3.975972e-05,-1.544464e-02,-1.090007e-02, 3.690830e-03, 4.351042e-03, 7.975471e-03, 7.398402e-03, 2.664399e-03,1.0010352
"719",10064.608,"No","Extended","High School or Below","Employed","F",20440,"Suburban","Married",128,11,54,2,9,"Corporate Auto","Corporate L3","Offer3","Branch", 614.400000,"Sports Car","Medsize", 9692.639, 0.1312227631, 0.1312227631,0.0021824150,6.278070e-06, 6.136946e-03,-3.302398e-03, 2.716464e-03, 2.914154e-03, 4.135218e-03,-6.907994e-04,-2.001815e-03,1.0031966
"720", 5500.013,"No","Extended","High School or Below","Employed","F",86073,"Rural","Married",136, 3,32,0,1,"Corporate Auto","Corporate L3","Offer4","Agent", 333.567100,"Sports Car","Medsize", 7750.309,-0.7934423995,-0.7934423995,0.0010388925,1.091262e-04,-2.558742e-02, 7.175019e-03,-1.892088e-02, 5.065321e-03, 8.782625e-03, 7.629703e-03, 1.352277e-02,1.0014199
"722", 2612.757,"No","Basic","Bachelor","Disabled","M",19003,"Rural","Married", 71,29,21,0,1,"Personal Auto","Personal L1","Offer3","Agent",  34.651305,"Two-Door Car","Medsize", 4798.353,-0.7704253770,-0.7704253770,0.0005164095,5.111621e-05,-1.751217e-02,-1.307832e-02, 5.203020e-03, 4.848095e-03, 8.910157e-03, 8.289763e-03, 2.479289e-03,1.0009333
"723", 8573.464,"No","Premium","College","Employed","M",46703,"Suburban","Single",108, 0,48,0,6,"Personal Auto","Personal L3","Offer1","Branch", 678.100487,"Four-Door Car","Small", 8107.913, 0.1641133448, 0.1641133448,0.0006885428,3.093419e-06, 4.307834e-03,-1.243500e-03, 1.820784e-03,-1.006664e-03, 2.496830e-03,-1.388303e-03,-1.838438e-03,1.0016869
"725", 8550.387,"No","Basic","College","Employed","M",21733,"Suburban","Single", 73,17,37,0,2,"Corporate Auto","Corporate L2","Offer2","Web", 525.600000,"Four-Door Car","Medsize", 4951.377, 1.2688272627, 1.2688272627,0.0006135558,1.647135e-04, 3.143857e-02, 8.775456e-03,-5.931732e-03,-5.594098e-03,-5.717810e-03, 2.239163e-02,-3.542369e-03,0.9999891
"726", 2308.648,"No","Basic","Bachelor","Medical Leave","M",20811,"Suburban","Married", 61,33,61,0,1,"Personal Auto","Personal L2","Offer2","Agent", 292.800000,"Four-Door Car","Medsize", 4080.557,-0.6246701082,-0.6246701082,0.0007749877,5.044602e-05,-1.739668e-02,-8.538700e-03, 6.503204e-03, 2.770261e-03, 6.183208e-03,-1.068652e-02, 1.355668e-04,1.0014009
"727", 4254.621,"Yes","Basic","High School or Below","Disabled","F",11904,"Suburban","Single", 61,34,11,2,3,"Personal Auto","Personal L3","Offer1","Web", 292.800000,"Two-Door Car","Small", 4694.793,-0.1551846480,-0.1551846480,0.0009143906,3.674072e-06,-4.694759e-03,-2.074060e-03, 1.764786e-03,-3.419262e-03, 1.273457e-04, 1.306936e-03, 1.330509e-04,1.0019163
"728", 8982.850,"No","Basic","College","Employed","F",43490,"Rural","Married",114,24,63,4,6,"Corporate Auto","Corporate L1","Offer1","Call Center", 174.588413,"SUV","Medsize", 8394.340, 0.2077760899, 0.2077760899,0.0037374061,2.699649e-05, 1.272606e-02,-1.688902e-03,-6.155326e-04, 1.054598e-02, 3.235063e-03,-7.253270e-04, 5.218469e-03,1.0047357
